CUSTOMERID,STATE,LCPCOUNT,PRIVATELABELTENDERFLAG,TENURE_IN_MONTHS,CLOSESTSTOREDISTANCE,FEMALE,AGE,HS_DIPLOMA,SOME_COLLEGE,BACH_GRAD_DEG,LT_HS_DIPLOMA,MARRIED,MNGMNT_OFFICEADMIN,TECH_PROF,SALES_JOB,BLUE_COLLAR,FARMER,RETIRED,SFDU,MFDU,HOMEOWNER,INCOME,MAIL_RESP_MULTI,MAIL_RESP_SINGLE,LENGTH OF RESIDENCE,NUMBER OF PERSONS IN LIVING UNIT,NUMBER OF ADULTS IN LIVING UNIT,METRO,URBAN,MOR BANK: UPSCALE MERCHANDISE BUYER,MOR BANK: MALE MERCHANDISE BUYER,MOR BANK: FEMALE MERCHANDISE BUYER,MOR BANK: CRAFTS-HOBBY MERCHANDISE BUYER,MOR BANK: GARDENING-FARMING BUYER,MOR BANK: BOOK BUYER,MOR BANK: COLLECT-SPECIAL FOODS BUYER,MOR BANK: GIFTS AND GADGETS BUYER,MOR BANK: GENERAL MERCHANDISE BUYER,MOR BANK: FAMILY AND GENERAL MAGAZINE,MOR BANK: FEMALE ORIENTED MAGAZINE,MOR BANK: MALE SPORTS MAGAZINE,MOR BANK: RELIGIOUS MAGAZINE,MOR BANK: GARDENING-FARMING MAGAZINE,MOR BANK: CULINARY INTERESTS MAGAZINE,MOR BANK: HEALTH AND FITNESS MAGAZINE,MOR BANK: DO-IT-YOURSELFERS,MOR BANK: NEWS AND FINANCIAL,MOR BANK: PHOTOGRAPHY,MOR BANK: OPPORTUNITY SEEKERS AND CE,MOR BANK: RELIGIOUS CONTRIBUTOR,MOR BANK: POLITICAL CONTRIBUTOR,MOR BANK: HEALTH AND INSTITUTION CONTRIBUTOR,MOR BANK: GENERAL CONTRIBUTOR,MOR BANK: MISCELLANEOUS,MOR BANK: ODDS AND ENDS,MOR BANK: DEDUPED CATEGORY HIT COUNT,MOR BANK: NON-DEDUPED CATEGORY HIT COUNT,MORTGAGE-HOME PURCHASE: HOME PURCHASE PRICE,MOSAIC,CHILDREN,CAPE: AGE: POP: MEDIAN AGE,CAPE: AGE: POP: % 0-17,CAPE: AGE: POP: % 18-99+,CAPE: AGE: POP: % 65-99+,CAPE: ETHNIC: POP: % WHITE ONLY,CAPE: ETHNIC: POP: % BLACK ONLY,CAPE: ETHNIC: POP: % ASIAN ONLY,CAPE: ETHNIC: POP: % HISPANIC,CAPE: DENSITY: PERSONS PER HH FOR POP IN HH,CAPE: HHSIZE: HH: AVERAGE HOUSEHOLD SIZE,CAPE: TYP: HH: % MARRIED COUPLE FAMILY,CAPE: CHILD: HH: % WITH PERSONS LT18,CAPE: CHILD: HH: % MARR COUPLE FAMW- PERSONS LT18,CAPE: CHILD: HH: % MARR COUPLE FAMW-O PERSONS LT18,CAPE: LANG: HH: % SPANISH SPEAKING,CAPE: EDUC: POP25+: MEDIAN EDUCATION ATTAINED,CAPE: HOMVAL: OOHU: MEDIAN HOME VALUE,CAPE: BUILT: HU: MEDIAN HOUSING UNIT AGE,CAPE: TENANCY: OCCHU: % OWNER OCCUPIED,CAPE: TENANCY: OCCHU: % RENTER OCCUPIED,CAPE: EDUC: ISPSA,CAPE: EDUC: ISPSA DECILE,CAPE: INC: FAMILY INC STATE DECILE,CAPE: INC: HH: MEDIAN FAMILY HOUSEHOLD INCOME,FREQUENCY,QUANTITY,TOTALSALES,FREQUENCY_2Y,QUANTITY_2Y,TOTALSALES_2Y,1-Engagement Spend,2-Wedding Bands Spend,3-Fashion Diamonds Spend,4-Fashion Jewelry Spend,5-Close Out Spend,6-Promotional Items Spend,7-Cost Only Spend,8-Marketing Premium SKUs Spend,9-Repairs & Appraisals Spend,10-Pre Owned Spend,11-Watches Spend,12-Misc Merchandise Spend,15-Store Events Spend,16-Single Stone Jewelry Spend,MDAYREV_L1Y,MDAYREV_L2Y,MDAYREV_L3Y,MDAYREV_L4Y,MDAYQTY_L1Y,MDAYQTY_L2Y,MDAYQTY_L3Y,MDAYQTY_L4Y,MDAYSHOPPER_L1Y,MDAYSHOPPER_L2Y,MDAYSHOPPER_L3Y,MDAYSHOPPER_L4Y
5001,TX,1,N,-9,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,3,99.99,1,3,99.99,0,0,0,0,0,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5002,OH,0,Y,9,8.728942707,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,131250,0,0,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,F22,0,43,21.8,78.2,20.5,92.6,2.9,1.5,2.1,2.68,2.68,66.3,32.7,27.9,38.5,2,11.9,194902,13,83.7,16.3,3531,5,5,76154,1,1,59.99,1,1,59.99,0,0,0,59.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5003,TX,0,N,12,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,399.88,1,1,399.88,0,0,399.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5004,TN,0,N,-1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,199.88,1,1,199.88,0,0,199.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5005,TX,0,N,16,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,999.88,1,1,999.88,0,0,999.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5006,TX,0,N,93,12.41275267,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,134.91,0,0,0,0,134.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5007,TX,0,N,276,15.99872503,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27500,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,K37,0,52,14.5,85.5,26.9,90.8,3.3,2.2,12.4,2.55,2.55,73.8,29,25.1,48.7,12.1,13.3,463371,12,90.7,9.3,4092,8,9,140141,2,2,164.98,1,1,39.99,0,0,0,124.99,0,39.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5008,MN,0,N,41,10.05739225,1,56,0,0,1,0,0,0,1,0,0,0,0,1,0,1,56250,0,0,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,E20,0,36,24.6,75.4,10.5,83.2,5.6,3.3,6.2,2.73,2.73,57.6,36.2,26.3,31.3,1.4,12.9,180071,43,88.2,11.8,3737,6,4,85046,1,2,1062.3,0,0,0,0,0,0,0,1062.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009,OH,0,N,196,5.100758708,1,69,0,1,0,0,0,0,0,0,1,0,0,1,0,1,27500,0,0,9,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,Q64,0,38,23.3,76.7,18.3,92.9,3.9,1.1,2.7,2.51,2.51,49.4,29.9,17.6,31.8,0.9,11.9,136363,63,80.9,19.1,3436,5,6,82252,1,1,9.99,0,0,0,0,0,0,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5010,CO,0,N,34,9.26255169,1,32,1,0,0,0,0,1,0,0,0,0,0,1,0,1,156250,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,F22,0,42,21.4,78.6,14.6,91.8,0,1.5,8.6,2.69,2.69,62.2,36,26.8,35.4,2.1,12.8,333332,23,83.6,16.4,3537,4,5,100805,1,5,1262.55,0,0,0,0,0,339.99,727.16,0,0,0,0,0,0,0,0,0,195.4,0,0,0,0,0,0,0,0,0,0,0,0
5011,CO,5,Y,265,2.608369936,1,72,1,0,0,0,0,0,0,0,0,0,1,1,0,1,56250,1,0,33,2,2,1,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,4,0,1,0,1,0,0,0,0,1,1,5,8,0,D16,0,36,27.5,72.5,5.4,84,1.2,3.2,22.3,3.22,3.22,71.6,47.8,38.6,33,8.5,13.2,316167,25,91.3,8.7,3890,6,6,112381,4,6,2104.39,3,5,1679.49,0,0,424.9,1394.61,0,0,0,0,0,0,284.88,0,0,0,1019.7,0,0,0,3,0,0,0,1,0,0,0
5012,TX,2,Y,30,4.318119158,0,43,0,0,1,0,0,1,0,0,0,0,0,1,0,1,131250,0,0,9,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D17,0,33,31.8,68.2,8.7,62.8,13,15.7,22,3.11,3.11,75.2,49.9,43.9,31.3,22.7,13.6,267146,8,88.3,11.7,4016,7,8,114800,3,4,1980.66,0,0,0,0,1420.74,0,0,559.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5013,CO,0,N,8,14.36541216,0,62,0,0,1,0,0,1,0,0,0,0,0,1,0,1,106250,0,0,20,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,C11,0,37,29.6,70.4,7.5,83.4,1.1,10.8,5.8,2.93,2.93,64.4,47.3,36.8,27.6,11.6,14.2,420499,23,83.2,16.8,4263,8,7,127124,1,1,4987.43,1,1,4987.43,4987.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5014,CO,0,N,-4,4.352203061,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,261.88,1,1,261.88,0,0,0,0,0,0,0,0,0,0,261.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5015,TX,0,N,17,3.404746391,1,24,0,1,0,0,0,0,0,0,1,0,0,1,0,1,131250,0,0,15,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,B07,0,30,33.1,66.9,6.2,69.1,13,5.4,32.5,3.09,3.09,63.1,50.5,39.8,23.3,12.5,13.4,221063,14,77,23,4163,8,8,118366,1,1,5.99,1,1,5.99,0,0,0,0,0,0,0,0,0,0,0,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5016,TX,0,N,13,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,52.41,1,1,52.41,0,0,0,52.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5017,PA,0,N,11,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,84.99,1,1,84.99,0,0,0,84.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5018,PA,0,N,13,8.468024189,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,156250,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1225,A01,0,49,21.2,78.8,27,87.5,0.7,10.5,1.3,2.8,2.8,73.8,29.2,25.2,48.5,1.2,13.5,459629,55,98.3,1.7,3826,7,9,145432,1,1,249.99,1,1,249.99,0,0,249.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5019,CA,0,N,33,43.99684154,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E19,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,499.99,0,0,0,0,0,499.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5020,CA,0,N,14,26.23423007,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,181250,0,0,22,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,B10,0,37,20.8,79.2,17.6,25.2,1.7,48.1,39.3,3.77,3.77,52.6,38.1,27.7,24.9,46.8,12.2,812499,80,67.2,32.8,3145,3,7,134687,1,1,220,1,1,220,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5021,MN,0,Y,174,12.84797221,0,72,1,0,0,0,0,0,0,0,1,0,0,1,0,1,38750,1,0,46,3,3,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,5,7,0,J35,0,37,23,77,14.2,97.8,0.4,0.6,1,2.6,2.6,62.3,34.1,26.2,36.1,2.6,12.3,226945,35,84.7,15.3,3509,4,4,85447,1,1,39.99,0,0,0,0,0,0,0,0,0,0,39.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5022,DE,0,N,23,13.01985179,1,23,0,1,0,0,0,0,0,0,0,0,0,1,0,1,38750,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,O51,0,35,24.9,75.1,10.5,49.2,34.8,8.3,8.8,2.8,2.8,40.9,39.5,21.2,19.7,5.2,11.9,186493,63,71.9,28.1,3348,3,3,68151,1,1,99.99,1,1,99.99,0,0,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023,OH,2,N,61,2.944912361,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,81250,0,0,29,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E20,0,49,19,81,29.2,92.9,3.8,1.1,1.5,2.35,2.35,53.9,28.4,17.7,36.2,1,12,163677,38,75.9,24.1,3422,5,3,63749,1,1,14.99,0,0,0,0,0,0,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5024,OH,0,N,34,5.202112609,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B07,0,46,22.1,77.9,14.7,94.6,0.3,2.9,1.3,2.93,2.93,80.4,43,38.4,42,4.3,14.7,319865,19,97.5,2.5,4335,9,9,149761,1,1,325,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5025,OH,0,N,-2,4.652780066,1,52,0,1,0,0,0,0,1,0,0,0,0,1,0,1,212500,1,0,4,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,6,7,518,A01,0,38,26.2,73.8,10.5,92.5,0.9,4.8,1.2,2.97,2.97,79.4,46.6,42.7,36.7,5.1,14.2,343055,14,94.6,5.4,4228,9,9,126398,1,1,369.99,1,1,369.99,0,0,0,369.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5026,TX,0,N,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,112.41,1,1,112.41,0,0,0,112.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5027,TX,0,N,11,7.617921964,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O54,0,,,,,,,,,,,,,,,,,,,,,,,,,1,3,309.75,1,3,309.75,0,0,0,0,0,0,0,9.99,0,0,0,0,0,299.76,0,0,0,0,0,0,0,0,0,0,0,0
5028,TX,1,Y,2,4.354733861,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,131250,1,0,6,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,217,D16,0,42,21.5,78.5,14.4,88.8,4.3,2.2,11,2.77,2.77,67.3,37.1,28.2,39.1,5.3,12.9,183200,31,83.4,16.6,4007,7,7,100614,1,1,790.5,1,1,790.5,0,0,0,0,0,0,0,0,0,790.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5029,NJ,3,Y,27,5.89843858,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4500,0,0,11,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S71,0,36,24.2,75.8,10.6,3.3,92.9,0.3,5.6,2.61,2.61,30.5,32.9,13.5,17.1,3.4,12,247367,59,33.3,66.7,2694,0,1,65681,2,3,1975.67,1,2,1300.76,0,0,0,1825.79,0,0,0,0,0,0,0,0,0,149.88,0,0,0,0,0,0,0,0,0,0,0,0
5030,FL,0,N,37,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,509.82,0,0,0,0,0,374.91,134.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5031,FL,0,N,32,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,149.88,0,0,0,0,0,0,149.88,0,0,0,0,0,0,0,0,0,0,0,0,149.88,0,0,0,1,0,0,0,1,0
5032,TX,0,N,10,94.03588367,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,74.91,1,1,74.91,0,0,0,74.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5033,AR,0,N,2,26.15158135,0,48,0,1,0,0,0,0,0,0,1,0,0,1,0,1,131250,0,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,A05,0,66,6,94,58.6,97.3,0.4,0.2,1.1,2.01,2.01,76.4,7.2,6.2,70.1,1,12.8,226142,23,96.8,3.2,3950,8,7,77916,1,1,55.92,1,1,55.92,0,0,0,55.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5034,OH,7,N,25,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,6,439.94,0,0,0,0,0,0,339.95,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5035,AZ,0,N,248,7.991581998,0,82,0,1,0,0,0,0,0,0,0,0,1,1,0,1,27500,1,0,28,6,5,1,0,0,1,2,0,0,3,0,3,3,2,2,2,0,0,1,4,0,2,0,4,0,0,1,0,3,1,12,15,0,J36,0,38,23.4,76.6,12.4,58.5,2.1,2.1,58.5,2.56,2.56,36,29.1,15.3,20.7,37.9,11.9,212499,22,64,36,3136,2,4,63749,1,1,44.91,0,0,0,0,0,0,44.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5036,TX,0,N,11,0.870125128,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,212500,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G25,0,31,17.6,82.4,2.1,39.6,18.5,34.8,9.9,1.72,1.72,30.3,20.1,14.5,15.8,5.7,15.1,387499,15,0.5,99.5,4793,9,9,143824,1,4,27.96,1,4,27.96,0,0,0,0,0,0,0,27.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5037,TX,0,N,3,8.347783493,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,17500,0,0,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,D17,0,26,36.9,63.1,4.1,47.4,23.3,6.3,52.6,3.53,3.53,60.3,57.8,40.8,19.5,32.8,12.1,231856,14,80.1,19.9,3477,5,5,74769,1,1,419.88,1,1,419.88,0,0,0,0,0,0,0,0,0,0,419.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5038,TX,0,N,6,13.49962843,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B07,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,99.88,1,1,99.88,0,0,0,99.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5039,TX,0,N,226,34.6723516,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J35,0,43,21.1,78.9,18.2,88.8,0.2,0.1,16.9,2.65,2.65,60.2,28.4,19.6,40.6,2.2,11.7,146666,31,89.9,10.1,3247,4,3,62985,1,2,139.84,1,2,139.84,0,0,0,139.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5040,FL,0,N,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1422.02,1,5,1422.02,0,0,337.41,1084.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5041,TX,2,N,138,3.993959905,0,53,0,0,0,1,0,0,0,0,1,0,0,1,0,1,38750,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I33,0,30,33.7,66.3,9.7,54.5,7.8,1.2,59.7,3.5,3.5,69.2,46.7,36.2,33,39.9,12,198014,17,80.4,19.6,3118,3,5,81052,2,2,562.29,2,2,562.29,0,0,0,412.41,0,0,0,0,0,0,0,0,0,149.88,0,0,0,0,0,0,0,0,0,0,0,0
5042,AR,0,N,28,98.26033645,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5043,NJ,0,N,17,3.950402156,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K38,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,99.88,1,1,99.88,0,0,0,99.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5044,OH,5,N,15,3.713136085,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,81250,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H29,0,44,20.1,79.9,20.8,91.8,2.8,4.3,1.8,2.45,2.45,59.8,28.6,22,37.8,1,12.5,166476,40,77.3,22.7,3580,6,5,74366,5,6,1404.94,5,6,1404.94,0,0,549.98,854.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5045,TX,1,N,8,4.226647583,0,76,0,1,0,0,0,0,0,0,0,0,1,1,0,1,106250,1,0,6,4,4,1,0,0,0,1,0,0,5,0,1,3,2,1,0,0,0,1,4,0,2,0,1,0,0,0,0,1,1,6,12,341,C13,0,35,30.8,69.2,9.9,79.1,9.3,4.9,15.4,3.07,3.07,80,50.6,47.4,32.7,17.3,14,432694,7,90.8,9.2,4161,8,9,139638,2,2,338.88,2,2,338.88,0,0,0,249.88,0,0,0,0,0,0,89,0,0,0,249.88,0,0,0,1,0,0,0,1,0,0,0
5046,VA,0,N,37,29.95101316,0,43,0,1,0,0,0,0,1,0,0,0,0,1,0,1,156250,0,0,20,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D15,0,43,25,75,16,82.5,12,0.2,6.6,2.86,2.86,65.4,34.3,27.1,38.3,5.3,11.9,359103,35,87.2,12.8,3338,3,5,92162,1,2,269.76,0,0,0,0,0,0,199.88,69.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5047,FL,0,N,11,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,89.87,1,2,89.87,0,0,0,79.88,0,0,0,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
