CUSTOMERID,STATE,LCPCOUNT,PRIVATELABELTENDERFLAG,TENURE_IN_MONTHS,CLOSESTSTOREDISTANCE,FEMALE,AGE,HS_DIPLOMA,SOME_COLLEGE,BACH_GRAD_DEG,LT_HS_DIPLOMA,MARRIED,MNGMNT_OFFICEADMIN,TECH_PROF,SALES_JOB,BLUE_COLLAR,FARMER,RETIRED,SFDU,MFDU,HOMEOWNER,INCOME,MAIL_RESP_MULTI,MAIL_RESP_SINGLE,LENGTH OF RESIDENCE,NUMBER OF PERSONS IN LIVING UNIT,NUMBER OF ADULTS IN LIVING UNIT,METRO,URBAN,MOR BANK: UPSCALE MERCHANDISE BUYER,MOR BANK: MALE MERCHANDISE BUYER,MOR BANK: FEMALE MERCHANDISE BUYER,MOR BANK: CRAFTS-HOBBY MERCHANDISE BUYER,MOR BANK: GARDENING-FARMING BUYER,MOR BANK: BOOK BUYER,MOR BANK: COLLECT-SPECIAL FOODS BUYER,MOR BANK: GIFTS AND GADGETS BUYER,MOR BANK: GENERAL MERCHANDISE BUYER,MOR BANK: FAMILY AND GENERAL MAGAZINE,MOR BANK: FEMALE ORIENTED MAGAZINE,MOR BANK: MALE SPORTS MAGAZINE,MOR BANK: RELIGIOUS MAGAZINE,MOR BANK: GARDENING-FARMING MAGAZINE,MOR BANK: CULINARY INTERESTS MAGAZINE,MOR BANK: HEALTH AND FITNESS MAGAZINE,MOR BANK: DO-IT-YOURSELFERS,MOR BANK: NEWS AND FINANCIAL,MOR BANK: PHOTOGRAPHY,MOR BANK: OPPORTUNITY SEEKERS AND CE,MOR BANK: RELIGIOUS CONTRIBUTOR,MOR BANK: POLITICAL CONTRIBUTOR,MOR BANK: HEALTH AND INSTITUTION CONTRIBUTOR,MOR BANK: GENERAL CONTRIBUTOR,MOR BANK: MISCELLANEOUS,MOR BANK: ODDS AND ENDS,MOR BANK: DEDUPED CATEGORY HIT COUNT,MOR BANK: NON-DEDUPED CATEGORY HIT COUNT,MORTGAGE-HOME PURCHASE: HOME PURCHASE PRICE,MOSAIC,CHILDREN,CAPE: AGE: POP: MEDIAN AGE,CAPE: AGE: POP: % 0-17,CAPE: AGE: POP: % 18-99+,CAPE: AGE: POP: % 65-99+,CAPE: ETHNIC: POP: % WHITE ONLY,CAPE: ETHNIC: POP: % BLACK ONLY,CAPE: ETHNIC: POP: % ASIAN ONLY,CAPE: ETHNIC: POP: % HISPANIC,CAPE: DENSITY: PERSONS PER HH FOR POP IN HH,CAPE: HHSIZE: HH: AVERAGE HOUSEHOLD SIZE,CAPE: TYP: HH: % MARRIED COUPLE FAMILY,CAPE: CHILD: HH: % WITH PERSONS LT18,CAPE: CHILD: HH: % MARR COUPLE FAMW- PERSONS LT18,CAPE: CHILD: HH: % MARR COUPLE FAMW-O PERSONS LT18,CAPE: LANG: HH: % SPANISH SPEAKING,CAPE: EDUC: POP25+: MEDIAN EDUCATION ATTAINED,CAPE: HOMVAL: OOHU: MEDIAN HOME VALUE,CAPE: BUILT: HU: MEDIAN HOUSING UNIT AGE,CAPE: TENANCY: OCCHU: % OWNER OCCUPIED,CAPE: TENANCY: OCCHU: % RENTER OCCUPIED,CAPE: EDUC: ISPSA,CAPE: EDUC: ISPSA DECILE,CAPE: INC: FAMILY INC STATE DECILE,CAPE: INC: HH: MEDIAN FAMILY HOUSEHOLD INCOME,FREQUENCY,QUANTITY,TOTALSALES,FREQUENCY_2Y,QUANTITY_2Y,TOTALSALES_2Y,1-Engagement Spend,2-Wedding Bands Spend,3-Fashion Diamonds Spend,4-Fashion Jewelry Spend,5-Close Out Spend,6-Promotional Items Spend,7-Cost Only Spend,8-Marketing Premium SKUs Spend,9-Repairs & Appraisals Spend,10-Pre Owned Spend,11-Watches Spend,12-Misc Merchandise Spend,15-Store Events Spend,16-Single Stone Jewelry Spend,MDAYREV_L1Y,MDAYREV_L2Y,MDAYREV_L3Y,MDAYREV_L4Y,MDAYQTY_L1Y,MDAYQTY_L2Y,MDAYQTY_L3Y,MDAYQTY_L4Y,MDAYSHOPPER_L1Y,MDAYSHOPPER_L2Y,MDAYSHOPPER_L3Y,MDAYSHOPPER_L4Y
6968,FL,0,N,24,25.65769402,1,58,0,1,0,0,0,0,1,0,0,0,0,1,0,1,106250,0,1,13,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,210,E20,0,34,27.4,72.6,13.2,85,10.4,0.8,4.2,2.58,2.58,50.1,35.5,21.2,28.9,5.7,12,170613,23,74.5,25.5,3176,3,5,69159,1,1,99.99,0,0,0,0,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6969,GA,0,N,3,65.5803716,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J35,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,299.99,1,1,299.99,0,0,0,299.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6970,FL,0,Y,240,13.24137465,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,109.99,0,0,0,0,0,0,109.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6971,FL,0,N,-1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,849.98,1,2,849.98,0,0,849.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6972,NH,0,N,37,159.7359063,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,106250,0,0,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,J35,0,50,17.1,82.9,22.3,93.1,0.1,0.9,0.4,2.34,2.34,53.9,19.8,14.9,39.1,0.3,12.6,206578,40,77.8,22.2,3623,4,5,94946,1,1,69.99,0,0,0,0,0,0,69.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6973,NC,0,N,217,31.8724246,1,58,1,0,0,0,0,1,0,0,0,0,0,1,0,1,56250,0,0,22,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N48,0,46,18.3,81.7,20.8,65.4,30.1,2,0.8,2.58,2.58,52,30.9,19.1,32.9,1.1,11.6,126590,36,78.2,21.8,3177,3,1,49078,1,1,4.99,0,0,0,0,0,0,0,0,0,0,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6974,NC,1,N,88,66.05313269,1,20,0,1,0,0,0,0,1,0,0,0,0,1,0,1,106250,0,1,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,77,E20,0,46,17.2,82.8,24.7,94.8,0,0.3,4.1,2.28,2.28,58,26.1,20.2,37.8,3.2,12.7,152749,30,86.9,13.1,3504,5,5,70961,1,1,9.99,0,0,0,0,0,0,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6975,FL,0,N,170,2.573980229,0,78,0,0,1,0,0,0,1,0,0,0,0,1,0,1,260000,1,0,33,3,3,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,6,300,A02,0,52,15.8,84.2,25.9,89.5,3.8,3,3.3,2.23,2.23,52.7,21.6,16.4,36.3,5.6,14.1,219840,35,77.2,22.8,4225,9,8,103443,1,1,212.49,0,0,0,0,0,212.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6976,FL,0,N,37,11.48996442,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q64,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,399.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.99,0,0,0,0,0,0,0,0,0,0,0,0
6977,FL,0,N,42,6.612715408,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,81250,0,0,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,I33,0,36,24.4,75.6,13.3,76.7,8.6,1.8,57.9,2.91,2.91,46.2,40.5,23,23.3,45.7,11.8,165778,60,57.8,42.2,2888,1,4,64877,1,1,169.99,0,0,0,0,0,0,169.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6978,FL,0,N,22,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1699,1,1,1699,0,0,1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6979,FL,0,N,27,11.9068789,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,181250,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K37,0,29,13.8,86.2,11.6,80.9,6.3,3,10.3,2.06,2.06,39.3,16.9,12.1,27.1,5.6,13.4,180768,22,36,64,3712,6,7,86931,1,3,3097.99,0,0,0,0,0,0,3097.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6980,FL,0,N,18,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,135.99,1,1,135.99,0,0,0,0,135.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6981,RI,0,N,-6,126.5905441,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,296.99,1,1,296.99,0,0,0,296.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6982,FL,0,N,42,24.14682506,1,76,0,1,0,0,0,0,0,0,0,0,1,1,0,1,212500,1,0,29,5,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,0,B09,0,51,19.1,80.9,31.2,66.3,30.3,1.8,1.3,2.39,2.39,48.5,24,12.6,35.8,1.3,12,136537,51,72.7,27.3,3424,5,5,68099,1,1,1299,0,0,0,0,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6983,TX,0,N,-3,26.63154719,0,63,1,0,0,0,0,0,0,1,0,0,0,1,0,1,56250,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L43,0,37,25,75,18.6,67.1,17.7,1.4,22.9,2.54,2.54,49.1,33,21.8,27.3,13.7,11.9,130914,58,68,32,3068,3,4,70377,1,1,399.99,1,1,399.99,0,0,0,399.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6984,MO,19,Y,99,6.296878363,0,75,0,0,1,0,0,1,0,0,0,0,0,1,0,1,106250,0,1,6,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,494,A02,0,39,24,76,14.2,83.4,11.1,2.1,3.2,2.44,2.44,55.9,32,21.1,34.8,5.5,13.3,230071,41,75.2,24.8,3800,7,6,80158,2,2,1524.98,0,0,0,0,0,0,1524.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6985,TX,4,N,146,4.615854193,1,50,1,0,0,0,0,1,0,0,0,0,0,1,0,1,56250,0,0,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I33,0,41,21.5,78.5,13.7,82.6,4,0.9,70.8,2.99,2.99,59.3,36.7,25.2,34.1,57.5,12.4,152109,32,80.8,19.2,3581,5,6,89924,1,1,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6986,TX,0,N,23,4.67307481,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56250,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O54,0,33,24.7,75.3,11.5,75.9,5.4,1.5,78.7,2.66,2.66,45.9,33,20,25.9,70.7,12.1,129008,43,52.4,47.6,3558,5,3,59850,1,1,1199,1,1,1199,0,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6987,TX,0,Y,227,9.430388996,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,56250,0,0,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P59,0,28,30.3,69.7,9.6,88.1,0.1,0.1,99.4,3.61,3.61,57.4,56.1,36.6,20.8,92.1,11.5,95979,12,67,33,2694,1,0,32911,1,1,59.99,0,0,0,0,0,0,59.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6988,AZ,0,N,46,3.932171992,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,131250,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,F22,0,45,18.3,81.7,24,87.7,2.2,2.3,7.1,2.07,2.07,37.2,21.5,12.4,24.7,11.9,12.5,288297,26,44.1,55.9,3543,5,6,83620,1,1,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6989,,0,N,273,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,2,11.98,1,1,5.99,0,0,0,0,0,0,0,0,0,0,0,11.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6990,MO,0,N,25,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,134.99,0,0,0,0,0,0,134.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6991,MO,0,N,208,2.28995954,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,2,919.98,1,1,469.99,0,0,0,919.98,0,0,0,0,0,0,0,0,0,0,469.99,0,0,0,1,0,0,0,1,0,0,0
6992,MO,0,N,8,11.4397568,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O51,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,94.99,1,1,94.99,0,0,0,94.99,0,0,0,0,0,0,0,0,0,0,94.99,0,0,0,1,0,0,0,1,0,0,0
6993,MO,0,N,1,102.801163,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,106250,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N46,0,45,21.8,78.2,21.9,95.6,0.4,0,0.9,2.42,2.42,65.4,27.7,21.9,43.5,2.7,11.7,133124,28,89.6,10.4,3366,4,5,72642,1,1,199.99,1,1,199.99,0,0,0,0,0,0,0,0,0,0,0,0,0,199.99,0,0,0,0,0,0,0,0,0,0,0,0
6994,GA,0,N,169,118.8167441,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27500,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O50,0,37,21.2,78.8,17,61.5,16.2,1.1,24.1,2.51,2.51,41.4,31.2,17.6,23.7,2.2,12.2,192187,26,53.3,46.7,3558,5,4,67499,1,1,99.99,0,0,0,0,0,0,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6995,MI,0,N,51,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,15.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6996,TX,0,N,272,3.021327048,0,82,0,0,0,1,0,0,0,0,1,0,0,1,0,1,27500,1,0,29,3,3,1,0,0,1,1,0,0,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,6,8,0,Q64,0,38,23.7,76.3,23.6,78.2,5.5,0,90.2,2.94,2.94,38.4,33.7,16.1,22.3,89.3,11.4,85262,53,61.6,38.4,2898,2,0,35624,1,1,29.99,0,0,0,0,0,0,0,0,0,0,29.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6997,TX,0,N,36,6.144262774,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4500,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P61,0,29,28,72,5.6,82.9,1.5,1.5,90.7,3.19,3.19,54.3,50.9,33.5,20.8,80.2,11.9,123816,19,58,42,3196,3,2,48073,1,1,129.99,0,0,0,0,129.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6998,MI,0,N,107,6.238861392,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B07,0,52,17.6,82.4,28.2,95.3,0.1,3.1,3.1,2.66,2.66,76.8,29.5,25.8,50.9,2.9,14.1,406521,51,96.1,3.9,4370,9,9,149431,1,3,260.97,1,3,260.97,0,0,0,255.87,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6999,FL,0,N,38,26.78475717,0,42,0,1,0,0,0,0,1,0,0,0,0,1,0,1,38750,0,1,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,117,P56,0,68,0.7,99.3,64.9,88.8,8.5,0.6,19.3,1.47,1.47,25.1,1.1,0.7,24.4,25.1,12,142916,33,86.8,13.2,3568,5,0,39106,1,3,209.97,0,0,0,0,0,0,109.98,0,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,MO,0,N,9,12.27284613,0,57,0,1,0,0,0,0,0,0,0,0,0,1,0,1,56250,0,0,13,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,D18,0,44,19.2,80.8,22.8,30.3,64.7,1.2,1.4,2.28,2.28,39,28.6,13.9,25.1,1.9,12.2,131824,52,62.6,37.4,3047,2,3,56640,1,2,299.98,1,2,299.98,0,0,0,299.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7001,MO,0,N,-5,9.156280912,1,32,1,0,0,0,0,0,0,0,1,0,0,1,0,1,38750,0,1,23,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,52,D18,0,39,21.2,78.8,16.8,58.3,39.7,0.5,2,2.54,2.54,41.1,29.3,14.5,26.6,3.3,13.3,126973,64,78.4,21.6,3877,7,6,79347,1,1,129.99,1,1,129.99,0,0,0,129.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7002,TX,0,N,28,5.613409292,1,42,0,0,1,0,0,0,0,0,0,0,0,1,0,1,156250,0,1,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,471,A03,0,33,31.8,68.2,8.7,62.8,13,15.7,22,3.11,3.11,75.2,49.9,43.9,31.3,22.7,13.6,267146,8,88.3,11.7,4016,7,8,114800,1,1,149.88,0,0,0,0,0,0,149.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7003,LA,0,N,7,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,149.91,1,1,149.91,0,0,0,149.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7004,TX,1,Y,-1,21.96802688,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,56250,0,0,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,J35,0,44,22,78,19.5,85.3,6.2,0.2,28.5,2.69,2.69,54.4,31.8,20.6,33.9,18,11.8,176448,26,81.4,18.6,3311,4,5,73720,1,2,430.89,1,2,430.89,0,0,0,0,0,0,0,0,0,0,0,5.99,0,424.9,0,0,0,0,0,0,0,0,0,0,0,0
7005,WI,0,N,17,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,139.84,1,2,139.84,0,0,69.92,69.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7006,MN,0,N,267,6.901039007,0,57,0,0,1,0,0,0,0,0,1,0,0,1,0,1,260000,0,1,20,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,326,C11,0,40,21.9,78.1,14.5,89,2.9,4.6,4.4,2.94,2.94,76.5,38.2,32.8,43.6,1.1,12.5,244840,42,97.2,2.8,3610,5,7,108471,1,1,349.92,1,1,349.92,0,0,349.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7007,OH,4,N,225,1.65370143,1,62,1,0,0,0,0,0,0,0,0,0,0,1,0,0,17500,0,0,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K40,0,29,20.6,79.4,8.3,66.2,24.3,1.9,7.7,1.97,1.97,17.9,24.7,7.2,10.6,5.4,12,85832,41,14.5,85.5,3395,5,1,42161,2,3,509.97,0,0,0,0,0,0,509.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7008,OH,0,Y,278,4.88488095,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A03,0,,,,,,,,,,,,,,,,,,,,,,,,,2,4,359.96,0,0,0,0,0,89.99,169.98,0,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7009,FL,0,N,2,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,399.86,1,1,399.86,0,0,0,0,399.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7010,FL,0,N,-1,3.422178615,0,68,0,0,1,0,0,0,1,0,0,0,0,1,0,1,181250,0,0,32,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C11,0,54,13.3,86.7,33.6,86.9,4.3,5.1,26.7,1.94,1.94,38.9,16.2,10.7,28.3,25,12.7,254574,32,79.3,20.7,3697,6,5,70034,1,1,74.91,1,1,74.91,0,0,0,74.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7011,IL,10,Y,181,10.16146,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q62,0,,,,,,,,,,,,,,,,,,,,,,,,,4,8,1119.96,2,2,919.98,0,719.99,0,0,0,199.98,0,0,0,0,0,0,0,199.99,0,0,0,0,0,0,0,0,0,0,0,0
7012,TX,0,N,13,3.14895801,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38750,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S69,0,39,25.3,74.7,15.1,12.6,72.4,0.1,26.2,2.57,2.57,24.8,30.7,13.2,11.6,7.3,11.5,87499,65,62.3,37.7,2042,0,0,35908,1,2,62.69,1,2,62.69,0,0,0,0,0,0,0,12.99,0,0,49.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7013,TX,0,N,11,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,104.92,1,1,104.92,0,0,104.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
